contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,gex,timestamp,current_price,expiration
SPY241112C00607000,2024-11-12 15:45:21+00:00,607.0,0.01,0.0,0.01,0.0,0.0,787.0,2528,0.1289149609375,False,REGULAR,USD,call,4271.4485382103,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00608000,2024-11-12 15:45:20+00:00,608.0,0.01,0.0,0.01,0.0,0.0,118.0,2792,0.14063359375,False,REGULAR,USD,call,3072.2492046257044,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00609000,2024-11-12 15:41:50+00:00,609.0,0.01,0.0,0.01,0.0,0.0,277.0,1784,0.1523522265625,False,REGULAR,USD,call,1823.7784645048573,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00610000,2024-11-12 15:45:03+00:00,610.0,0.01,0.0,0.01,0.0,0.0,117.0,5228,0.16211775390625,False,REGULAR,USD,call,3863.014196344761,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00615000,2024-11-11 20:43:42+00:00,615.0,0.01,0.0,0.01,0.0,0.0,15.0,2678,0.2148516015625,False,REGULAR,USD,call,958.4011181809132,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00620000,2024-11-12 15:19:22+00:00,620.0,0.01,0.0,0.01,0.0,0.0,2.0,765,0.2695385546875,False,REGULAR,USD,call,174.97368058263697,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00625000,2024-11-08 14:44:27+00:00,625.0,0.01,0.0,0.01,0.0,0.0,146.0,482,0.3203192968749999,False,REGULAR,USD,call,97.1041623650798,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00630000,2024-11-12 15:42:18+00:00,630.0,0.01,0.0,0.01,-0.01,-33.333336,2.0,839,0.367193828125,False,REGULAR,USD,call,90.54032219061972,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00635000,2024-11-07 19:21:32+00:00,635.0,0.01,0.0,0.01,0.0,0.0,1518.0,783,0.42188078125,False,REGULAR,USD,call,207.9303634075871,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00640000,2024-11-08 20:16:20+00:00,640.0,0.01,0.0,0.01,0.0,0.0,2.0,242,0.4687553125,False,REGULAR,USD,call,17.246390025160615,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00645000,2024-11-07 16:11:57+00:00,645.0,0.01,0.0,0.01,0.0,0.0,,110,0.51562984375,False,REGULAR,USD,call,6.3317388280043545,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00650000,2024-11-07 16:24:02+00:00,650.0,0.01,0.0,0.01,0.0,0.0,198.0,1899,0.5312546875,False,REGULAR,USD,call,67.09851974067796,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00655000,2024-11-07 15:27:42+00:00,655.0,0.01,0.0,0.01,0.0,0.0,100.0,60,0.5625043750000001,False,REGULAR,USD,call,3.636124343585832,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00660000,2024-11-07 16:10:46+00:00,660.0,0.01,0.0,0.01,0.0,0.0,,100,0.6093789062500001,False,REGULAR,USD,call,2.08053574121839,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00665000,2024-11-11 20:01:12+00:00,665.0,0.01,0.0,0.01,0.0,0.0,27.0,308,0.6562534375000001,False,REGULAR,USD,call,6.462466676855436,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00670000,2024-11-06 20:45:36+00:00,670.0,0.01,0.0,0.01,0.0,0.0,,202,0.6875031250000001,False,REGULAR,USD,call,3.013718021561637,2024-11-14 14:15:00.610728,593.4451293945312,
SPY241112C00675000,2024-11-07 14:45:40+00:00,675.0,0.01,0.0,0.01,0.0,0.0,,99,0.73437765625,False,REGULAR,USD,call,1.4137670786118797,2024-11-14 14:15:00.610728,593.4451293945312,
