contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,expiration,type,gex,timestamp,current_price
QQQ241112P00510000,2024-11-12 15:59:30+00:00,510.0,0.23,0.21,0.22,-0.23,-50.0,45320.0,12598,0.1042570043945312,False,REGULAR,USD,2024-11-12,put,482678.679031581,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00511000,2024-11-12 15:59:28+00:00,511.0,0.36,0.33,0.34,-0.28999996,-43.939392,54025.0,4366,0.094735615234375,False,REGULAR,USD,2024-11-12,put,694180.6681346246,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00512000,2024-11-12 15:59:30+00:00,512.0,0.59,0.54,0.55,-0.31,-34.444447,75512.0,7998,0.085946640625,False,REGULAR,USD,2024-11-12,put,1340445.8898495752,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00513000,2024-11-12 15:59:30+00:00,513.0,0.96,0.94,0.97,-0.29000002,-23.2,88654.0,4112,0.0843597424316406,True,REGULAR,USD,2024-11-12,put,1632231.2773853813,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00514000,2024-11-12 15:59:23+00:00,514.0,1.51,1.34,1.37,-0.19000006,-11.176474,77549.0,4285,0.0612886840820312,True,REGULAR,USD,2024-11-12,put,1579053.314675204,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00515000,2024-11-12 15:59:24+00:00,515.0,2.26,2.0,2.07,0.0,0.0,12338.0,3067,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00516000,2024-11-12 15:57:33+00:00,516.0,3.12,2.72,2.92,0.41999984,15.55555,2973.0,764,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00517000,2024-11-12 15:57:38+00:00,517.0,4.12,3.57,3.87,0.4699998,12.876706,1306.0,417,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00518000,2024-11-12 15:57:49+00:00,518.0,5.04,4.58,4.9,0.8800001,21.15385,474.0,286,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00519000,2024-11-12 15:31:59+00:00,519.0,5.6,5.55,6.12,0.32999992,6.261858,73.0,46,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00520000,2024-11-12 15:56:24+00:00,520.0,6.65,6.64,7.53,0.03999996,0.60514313,137.0,75,0.2319412744140624,True,REGULAR,USD,2024-11-12,put,718.2378460554156,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00521000,2024-11-12 15:43:26+00:00,521.0,7.39,7.43,8.14,-0.11000013,-1.4666685,91.0,0,0.12696185546875,True,REGULAR,USD,2024-11-12,put,65.88592868101759,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00522000,2024-11-12 15:36:36+00:00,522.0,8.0,8.33,9.04,-0.05000019,-0.6211204,29.0,29,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00503000,2024-11-12 15:56:02+00:00,503.0,10.53,10.12,10.81,-0.72000027,-6.4000025,40.0,454,0.3911193701171874,True,REGULAR,USD,2024-11-12,call,1184.8621767146883,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00504000,2024-11-12 15:37:57+00:00,504.0,10.1,9.04,9.75,0.4300003,4.4467454,3.0,346,0.3564517480468749,True,REGULAR,USD,2024-11-12,call,931.7488792646616,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00505000,2024-11-12 15:16:24+00:00,505.0,8.87,7.87,8.59,-0.35999966,-3.9003215,31.0,402,0.3071358349609374,True,REGULAR,USD,2024-11-12,call,1309.2577097307667,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00506000,2024-11-12 15:57:59+00:00,506.0,7.14,7.01,7.51,-0.32000017,-4.2895465,18.0,464,0.2700268310546875,True,REGULAR,USD,2024-11-12,call,1671.809045183382,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00507000,2024-11-12 15:17:55+00:00,507.0,6.78,6.19,6.77,-0.27999973,-3.966002,6.0,531,0.2788158056640625,True,REGULAR,USD,2024-11-12,call,2085.422903221884,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00508000,2024-11-12 15:59:05+00:00,508.0,4.98,5.31,5.59,-1.0,-16.722408,211.0,553,0.2280350634765625,True,REGULAR,USD,2024-11-12,call,3601.121714553682,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00509000,2024-11-12 16:02:48+00:00,509.0,4.45,4.31,4.62,-0.97000027,-17.896685,117.0,635,0.2033771069335937,True,REGULAR,USD,2024-11-12,call,4251.11678474341,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00510000,2024-11-12 16:01:22+00:00,510.0,3.27,3.46,3.56,-0.8000002,-19.656023,1128.0,13413,0.1667563793945313,True,REGULAR,USD,2024-11-12,call,105127.698391319,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00511000,2024-11-12 16:03:42+00:00,511.0,2.69,2.54,2.61,-0.78999996,-22.701149,2693.0,1846,0.1407556628417968,True,REGULAR,USD,2024-11-12,call,42314.92512982216,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00512000,2024-11-12 16:04:11+00:00,512.0,1.67,1.66,1.7,-0.9,-35.573124,7579.0,3339,0.1145108081054687,True,REGULAR,USD,2024-11-12,call,136033.10792929388,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00513000,2024-11-12 16:04:37+00:00,513.0,1.13,1.11,1.13,-0.76,-40.21164,53604.0,3584,0.1121914953613281,False,REGULAR,USD,2024-11-12,call,756911.383500002,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00514000,2024-11-12 16:04:31+00:00,514.0,0.57,0.5,0.51,-0.75000006,-58.139538,95996.0,5968,0.0913176806640625,False,REGULAR,USD,2024-11-12,call,1493601.201847171,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00515000,2024-11-12 16:04:29+00:00,515.0,0.24,0.21,0.22,-0.64,-73.56322,91694.0,4998,0.085946640625,False,REGULAR,USD,2024-11-12,call,1095174.1346272544,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00516000,2024-11-12 16:04:33+00:00,516.0,0.1,0.09,0.1,-0.48999998,-83.05084,63596.0,10975,0.0874114697265625,False,REGULAR,USD,2024-11-12,call,524684.1519729549,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00517000,2024-11-12 16:04:26+00:00,517.0,0.04,0.04,0.05,-0.31,-86.11111,28655.0,3854,0.092782509765625,False,REGULAR,USD,2024-11-12,call,133511.2219481928,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00518000,2024-11-12 16:03:05+00:00,518.0,0.03,0.02,0.03,-0.19,-86.36364,14885.0,6100,0.100594931640625,False,REGULAR,USD,2024-11-12,call,52130.82053555213,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00519000,2024-11-12 16:01:47+00:00,519.0,0.02,0.02,0.03,-0.11,-84.61539,15262.0,8837,0.116219775390625,False,REGULAR,USD,2024-11-12,call,45967.84479808788,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00520000,2024-11-12 16:02:25+00:00,520.0,0.01,0.01,0.02,-0.060000002,-85.71429,5512.0,3198,0.12500875,False,REGULAR,USD,2024-11-12,call,11241.526970434925,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00521000,2024-11-12 16:03:49+00:00,521.0,0.01,0.0,0.01,-0.04,-80.00001,5450.0,2180,0.12696185546875,False,REGULAR,USD,2024-11-12,call,5463.578859274923,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00522000,2024-11-12 15:06:47+00:00,522.0,0.01,0.0,0.01,-0.02,-66.66667,3249.0,6333,0.14063359375,False,REGULAR,USD,2024-11-12,call,5767.535965571838,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00503000,2024-11-12 15:59:39+00:00,503.0,0.02,0.01,0.02,-0.030000001,-60.0,1855.0,5164,0.16602396484375,False,REGULAR,USD,2024-11-12,put,5111.6984115282885,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00504000,2024-11-12 16:03:12+00:00,504.0,0.01,0.01,0.02,-0.049999997,-83.333336,8815.0,14331,0.1523522265625,False,REGULAR,USD,2024-11-12,put,20466.04261237359,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00505000,2024-11-12 16:04:02+00:00,505.0,0.03,0.02,0.03,-0.060000002,-75.0,2753.0,14815,0.1445398046875,False,REGULAR,USD,2024-11-12,put,22215.62857063712,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00506000,2024-11-12 16:04:02+00:00,506.0,0.04,0.03,0.04,-0.1,-76.92308,11760.0,10152,0.135750830078125,False,REGULAR,USD,2024-11-12,put,39384.34556693636,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00507000,2024-11-12 16:04:12+00:00,507.0,0.06,0.04,0.05,-0.120000005,-70.588234,20973.0,11795,0.12305564453125,False,REGULAR,USD,2024-11-12,put,79759.2570820638,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00508000,2024-11-12 16:04:02+00:00,508.0,0.08,0.07,0.08,-0.17,-70.83333,24303.0,7339,0.1167080517578125,False,REGULAR,USD,2024-11-12,put,118542.71924722682,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00509000,2024-11-12 16:03:12+00:00,509.0,0.11,0.1,0.11,-0.23,-67.64706,23901.0,3389,0.1049894189453125,False,REGULAR,USD,2024-11-12,put,148991.88073324264,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00510000,2024-11-12 16:04:32+00:00,510.0,0.17,0.16,0.17,-0.29000002,-63.043476,46911.0,12598,0.0954680297851562,False,REGULAR,USD,2024-11-12,put,492137.04035032325,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00511000,2024-11-12 16:04:23+00:00,511.0,0.3,0.26,0.27,-0.34999996,-53.84615,54692.0,4366,0.0854583642578125,False,REGULAR,USD,2024-11-12,put,734997.7123800677,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00512000,2024-11-12 16:04:20+00:00,512.0,0.49,0.43,0.44,-0.40999997,-45.555553,78931.0,7998,0.0742280078125,False,REGULAR,USD,2024-11-12,put,1581291.227149235,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00513000,2024-11-12 16:04:33+00:00,513.0,0.72,0.82,0.83,-0.53,-42.063488,92975.0,4112,0.0705659350585937,True,REGULAR,USD,2024-11-12,put,2040002.137358522,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00514000,2024-11-12 16:04:23+00:00,514.0,1.26,1.17,1.19,-0.44000006,-26.035507,78491.0,4285,0.0337010693359375,True,REGULAR,USD,2024-11-12,put,1673451.723098248,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00515000,2024-11-12 16:03:36+00:00,515.0,1.79,1.77,1.82,-0.47000003,-20.346323,12887.0,3067,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00516000,2024-11-12 16:03:26+00:00,516.0,2.75,2.67,2.75,0.049999952,1.85185,3001.0,764,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00517000,2024-11-12 15:59:40+00:00,517.0,4.07,3.42,3.69,0.42000008,11.506851,1307.0,417,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00518000,2024-11-12 15:57:49+00:00,518.0,5.04,4.58,4.9,0.8800001,21.15385,474.0,286,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00519000,2024-11-12 15:31:59+00:00,519.0,5.6,5.46,5.75,0.32999992,6.261858,73.0,46,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00520000,2024-11-12 15:56:24+00:00,520.0,6.65,6.53,7.06,0.03999996,0.60514313,137.0,75,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00521000,2024-11-12 15:43:26+00:00,521.0,7.39,7.43,8.02,-0.11000013,-1.4666685,91.0,0,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00522000,2024-11-12 15:36:36+00:00,522.0,8.0,8.43,8.94,-0.05000019,-0.6211204,29.0,29,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00503000,2024-11-12 15:56:02+00:00,503.0,10.53,9.65,10.27,-0.72000027,-6.4000025,40.0,454,0.37695935546875,True,REGULAR,USD,2024-11-12,call,1251.3317951082258,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00504000,2024-11-12 15:37:57+00:00,504.0,10.1,8.88,9.31,0.4300003,4.4467454,3.0,346,0.3562076098632812,True,REGULAR,USD,2024-11-12,call,981.845298732022,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00505000,2024-11-12 15:16:24+00:00,505.0,8.87,7.89,8.36,-0.35999966,-3.9003215,31.0,402,0.335944140625,True,REGULAR,USD,2024-11-12,call,1360.1754993408483,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00506000,2024-11-12 16:03:32+00:00,506.0,7.49,7.07,7.53,0.029999733,0.40214118,19.0,464,0.3291082714843749,True,REGULAR,USD,2024-11-12,call,1671.724405416919,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00507000,2024-11-12 15:17:55+00:00,507.0,6.78,6.04,6.67,-0.27999973,-3.966002,6.0,531,0.3159248095703124,True,REGULAR,USD,2024-11-12,call,2058.925886791437,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00508000,2024-11-12 15:59:05+00:00,508.0,4.98,5.16,5.38,-1.0,-16.722408,211.0,553,0.25196060546875,True,REGULAR,USD,2024-11-12,call,3650.244089730129,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00509000,2024-11-12 16:04:38+00:00,509.0,4.54,4.15,4.41,-0.8800001,-16.236164,118.0,635,0.2243729907226562,True,REGULAR,USD,2024-11-12,call,4263.94072042431,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00510000,2024-11-12 16:08:30+00:00,510.0,3.18,3.15,3.22,-0.8900001,-21.24105,1137.0,13413,0.1715170739746093,True,REGULAR,USD,2024-11-12,call,110638.96699498357,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00511000,2024-11-12 16:08:50+00:00,511.0,2.36,2.39,2.45,-1.1200001,-32.94118,2722.0,1846,0.1599205102539062,True,REGULAR,USD,2024-11-12,call,40430.02992505961,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00512000,2024-11-12 16:09:13+00:00,512.0,1.58,1.63,1.65,-0.9899999,-37.78626,8353.0,3339,0.1388025573730469,True,REGULAR,USD,2024-11-12,call,124770.9470559906,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00513000,2024-11-12 16:09:36+00:00,513.0,0.87,0.89,0.9,-1.02,-53.968254,57967.0,3584,0.1130459790039062,False,REGULAR,USD,2024-11-12,call,791236.3272143784,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00514000,2024-11-12 16:09:27+00:00,514.0,0.45,0.44,0.48,-0.87000006,-65.909096,99056.0,5968,0.1051114880371093,False,REGULAR,USD,2024-11-12,call,1250949.3742415204,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00515000,2024-11-12 16:09:31+00:00,515.0,0.19,0.19,0.2,-0.69,-78.40909,93811.0,4998,0.0959563061523437,False,REGULAR,USD,2024-11-12,call,900476.8494752187,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00516000,2024-11-12 16:09:40+00:00,516.0,0.09,0.08,0.09,-0.49999997,-84.74576,65340.0,10975,0.0962004443359375,False,REGULAR,USD,2024-11-12,call,434601.8637705206,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00517000,2024-11-12 16:09:40+00:00,517.0,0.04,0.04,0.05,-0.31,-88.57143,29010.0,3854,0.1020597607421874,False,REGULAR,USD,2024-11-12,call,113997.18228928784,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00518000,2024-11-12 16:08:21+00:00,518.0,0.03,0.02,0.03,-0.19,-90.4762,14934.0,6100,0.10938390625,False,REGULAR,USD,2024-11-12,call,45449.34926597199,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00519000,2024-11-12 16:03:10+00:00,519.0,0.01,0.02,0.03,-0.12,-92.30769,15277.0,8837,0.12500875,False,REGULAR,USD,2024-11-12,call,41026.926701219134,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00520000,2024-11-12 16:07:14+00:00,520.0,0.01,0.01,0.02,-0.060000002,-85.71429,5539.0,3198,0.132821171875,False,REGULAR,USD,2024-11-12,call,10064.331241970827,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00521000,2024-11-12 16:05:19+00:00,521.0,0.01,0.0,0.01,-0.04,-80.00001,5457.0,2180,0.132821171875,False,REGULAR,USD,2024-11-12,call,4696.585330194698,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00522000,2024-11-12 15:06:47+00:00,522.0,0.01,0.0,0.01,-0.02,-66.66667,3249.0,6333,0.148446015625,False,REGULAR,USD,2024-11-12,call,5369.374655988328,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00503000,2024-11-12 15:59:39+00:00,503.0,0.02,0.01,0.02,-0.030000001,-60.0,1855.0,5164,0.15821154296875,False,REGULAR,USD,2024-11-12,put,5560.418561710063,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00504000,2024-11-12 16:09:34+00:00,504.0,0.02,0.02,0.03,-0.04,-66.66667,8824.0,14331,0.1523522265625,False,REGULAR,USD,2024-11-12,put,27058.119068424243,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00505000,2024-11-12 16:08:08+00:00,505.0,0.02,0.02,0.03,-0.07000001,-70.0,2810.0,14815,0.1367273828125,False,REGULAR,USD,2024-11-12,put,25020.066076007337,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00506000,2024-11-12 16:09:24+00:00,506.0,0.04,0.03,0.04,-0.1,-76.92308,11774.0,10152,0.12696185546875,False,REGULAR,USD,2024-11-12,put,44277.34758636483,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00507000,2024-11-12 16:08:30+00:00,507.0,0.06,0.05,0.06,-0.120000005,-66.666664,25236.0,11795,0.118172880859375,False,REGULAR,USD,2024-11-12,put,110827.38786462066,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00508000,2024-11-12 16:07:31+00:00,508.0,0.09,0.08,0.09,-0.16,-64.0,24411.0,7339,0.10938390625,False,REGULAR,USD,2024-11-12,put,143020.5569861393,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00509000,2024-11-12 16:09:06+00:00,509.0,0.12,0.13,0.14,-0.22,-61.111107,24331.0,3389,0.100594931640625,False,REGULAR,USD,2024-11-12,put,189442.3756402182,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00510000,2024-11-12 16:09:17+00:00,510.0,0.2,0.21,0.22,-0.26,-56.52174,50330.0,12598,0.090829404296875,False,REGULAR,USD,2024-11-12,put,648421.9041172828,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00511000,2024-11-12 16:09:24+00:00,511.0,0.32,0.32,0.33,-0.32999998,-50.769234,56098.0,4366,0.0774018041992187,False,REGULAR,USD,2024-11-12,put,943581.1149817948,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00512000,2024-11-12 16:09:32+00:00,512.0,0.52,0.54,0.55,-0.38,-42.222225,81466.0,7998,0.0653169641113281,False,REGULAR,USD,2024-11-12,put,2000315.104074197,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00513000,2024-11-12 16:09:34+00:00,513.0,0.87,0.88,0.89,-0.38,-30.64516,96383.0,4112,0.0443210803222656,True,REGULAR,USD,2024-11-12,put,2885505.44873216,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00514000,2024-11-12 16:09:14+00:00,514.0,1.4,1.46,1.49,-0.30000007,-17.964075,79349.0,4285,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00515000,2024-11-12 16:09:26+00:00,515.0,2.18,2.09,2.17,-0.07999992,-3.5398197,12950.0,3067,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00516000,2024-11-12 16:06:04+00:00,516.0,3.08,2.76,3.02,0.37999988,14.07407,3014.0,764,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00517000,2024-11-12 16:03:56+00:00,517.0,3.68,3.73,4.01,0.029999971,0.821917,1308.0,417,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00518000,2024-11-12 16:06:48+00:00,518.0,4.88,4.7,5.2,0.72000027,17.307701,478.0,286,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00519000,2024-11-12 16:04:43+00:00,519.0,5.55,5.71,6.15,0.2800002,5.313097,76.0,46,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00520000,2024-11-12 15:56:24+00:00,520.0,6.65,6.74,7.23,0.03999996,0.60514313,137.0,75,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00521000,2024-11-12 15:43:26+00:00,521.0,7.39,7.78,8.3,-0.11000013,-1.4666685,91.0,0,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112P00522000,2024-11-12 15:36:36+00:00,522.0,8.0,8.72,9.32,-0.05000019,-0.6211204,29.0,29,1.0000000000000004e-05,True,REGULAR,USD,2024-11-12,put,0.0,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00503000,2024-11-12 15:56:02+00:00,503.0,10.53,9.51,10.08,-0.72000027,-6.4000025,40.0,454,0.3547427807617186,True,REGULAR,USD,2024-11-12,call,1263.8919003144172,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00504000,2024-11-12 15:37:57+00:00,504.0,10.1,8.28,8.95,0.4300003,4.4467454,3.0,346,0.309577216796875,True,REGULAR,USD,2024-11-12,call,1002.885339034415,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00505000,2024-11-12 15:16:24+00:00,505.0,8.87,7.38,8.09,-0.35999966,-3.9003215,31.0,402,0.304694453125,True,REGULAR,USD,2024-11-12,call,1402.716798700814,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00506000,2024-11-12 16:10:41+00:00,506.0,6.71,6.45,6.98,-0.75,-10.053619,21.0,464,0.2629468237304688,True,REGULAR,USD,2024-11-12,call,1824.3523360392508,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00507000,2024-11-12 15:17:55+00:00,507.0,6.78,5.66,6.22,-0.27999973,-3.966002,6.0,531,0.2668530346679688,True,REGULAR,USD,2024-11-12,call,2261.2422704757355,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00508000,2024-11-12 16:13:40+00:00,508.0,4.74,4.66,4.92,-1.2400002,-20.73579,215.0,553,0.2009357250976562,True,REGULAR,USD,2024-11-12,call,4117.0934981266055,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00509000,2024-11-12 16:13:09+00:00,509.0,3.86,3.94,4.22,-1.5600002,-25.57377,143.0,635,0.2072833178710937,True,REGULAR,USD,2024-11-12,call,4669.523892781088,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00510000,2024-11-12 16:14:03+00:00,510.0,3.05,2.86,2.9,-1.0200002,-25.06143,1319.0,13413,0.1403894555664062,True,REGULAR,USD,2024-11-12,call,129482.97030413846,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00511000,2024-11-12 16:13:30+00:00,511.0,2.0,2.05,2.1,-1.48,-42.528736,2943.0,1846,0.1284266845703124,True,REGULAR,USD,2024-11-12,call,51681.19504247218,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00512000,2024-11-12 16:14:12+00:00,512.0,1.37,1.23,1.25,-1.1999999,-46.332047,9103.0,3339,0.1037687280273437,True,REGULAR,USD,2024-11-12,call,177416.86762312328,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00513000,2024-11-12 16:14:44+00:00,513.0,0.72,0.79,0.8,-1.17,-61.90476,61992.0,3584,0.1053556262207031,False,REGULAR,USD,2024-11-12,call,897468.4191595459,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00514000,2024-11-12 16:14:44+00:00,514.0,0.34,0.35,0.37,-0.98,-74.242424,103286.0,5968,0.0940032006835937,False,REGULAR,USD,2024-11-12,call,1374923.6233459804,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00515000,2024-11-12 16:14:38+00:00,515.0,0.15,0.16,0.17,-0.73,-82.954544,97103.0,4998,0.0922942333984375,False,REGULAR,USD,2024-11-12,call,906591.3547694758,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00516000,2024-11-12 16:14:30+00:00,516.0,0.07,0.06,0.07,-0.52,-88.1356,66547.0,10975,0.09180595703125,False,REGULAR,USD,2024-11-12,call,406867.92152471736,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00517000,2024-11-12 16:14:10+00:00,517.0,0.03,0.03,0.04,-0.32,-88.88889,29436.0,3854,0.098641826171875,False,REGULAR,USD,2024-11-12,call,104422.84029750072,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00518000,2024-11-12 16:14:27+00:00,518.0,0.03,0.02,0.03,-0.19,-90.4762,15340.0,6100,0.10938390625,False,REGULAR,USD,2024-11-12,call,44838.12772408917,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00519000,2024-11-12 16:12:58+00:00,519.0,0.01,0.02,0.03,-0.12,-92.30769,15325.0,8837,0.12500875,False,REGULAR,USD,2024-11-12,call,39919.3996610574,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00520000,2024-11-12 16:14:02+00:00,520.0,0.01,0.01,0.02,-0.060000002,-85.71429,5561.0,3198,0.132821171875,False,REGULAR,USD,2024-11-12,call,9792.819760424296,2024-11-14 14:15:03.231608,508.5199890136719
QQQ241112C00521000,2024-11-12 16:10:38+00:00,521.0,0.01,0.0,0.01,-0.04,-80.00001,5558.0,2180,0.13477427734375,False,REGULAR,USD,2024-11-12,call,4935.058694507998,2024-11-14 14:15:03.231608,508.5199890136719
